,imdb_title_id,title,year,genre,country,language,director,description,weighted_average_vote,total_votes,mean_vote,median_vote,males_18age_avg_vote,males_30age_avg_vote,males_45age_avg_vote,females_18age_avg_vote,females_30age_avg_vote,females_45age_avg_vote,keywords,bag_of_words
27876,tt0111161,Le ali della libertÃ ,1994,['drama'],['usa'],English,['frankdarabont'],"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",9.3,2278845.0,9.1,10.0,9.3,9.3,9.1,9.2,9.2,9.2,"['number', 'finding', 'solace', 'eventual', 'redemption', 'common', 'decency', 'years', 'two', 'imprisoned', 'men', 'bond', 'acts']",drama usa frankdarabont number finding solace eventual redemption common decency years two imprisoned men bond acts 
15186,tt0068646,Il padrino,1972,"['crime', 'drama']",['usa'],"English, Italian, Latin",['francisfordcoppola'],The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,9.2,1572674.0,8.9,10.0,9.3,9.2,9.2,8.9,8.9,8.9,"['aging', 'patriarch', 'clandestine', 'empire', 'organized', 'crime', 'dynasty', 'transfers', 'control', 'reluctant', 'son']",crime drama usa francisfordcoppola aging patriarch clandestine empire organized crime dynasty transfers control reluctant son 
46521,tt0468569,Il cavaliere oscuro,2008,"['action', 'crime', 'drama']","['usa', 'uk']","English, Mandarin",['christophernolan'],"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",9.0,2241615.0,8.9,9.0,9.3,9.0,8.4,8.8,8.7,8.2,"['people', 'joker', 'wreaks', 'havoc', 'fight', 'injustice', 'batman', 'must', 'accept', 'one', 'gotham', 'ability', 'greatest', 'psychological', 'menace', 'known', 'physical', 'tests', 'chaos']",action crime drama usa uk christophernolan people joker wreaks havoc fight injustice batman must accept one gotham ability greatest psychological menace known physical tests chaos 
16202,tt0071562,Il padrino - Parte II,1974,"['crime', 'drama']",['usa'],"English, Italian, Spanish, Latin, Sicilian",['francisfordcoppola'],"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",9.0,1098714.0,8.8,9.0,9.1,9.0,9.0,8.8,8.7,8.7,"['family', 'crime', 'syndicate', 'grip', 'portrayed', 'career', 'son', 'early', 'life', '1920s', 'new', 'york', 'city', 'michael', 'expands', 'vito', 'corleone', 'tightens']",crime drama usa francisfordcoppola family crime syndicate grip portrayed career son early life 1920s new york city michael expands vito corleone tightens 
27077,tt0108052,Schindler's List,1993,"['biography', 'drama', 'history']",['usa'],"English, Hebrew, German, Polish, Latin",['stevenspielberg'],"In German-occupied Poland during World War II, industrialist",8.9,1183248.0,8.7,9.0,9.0,8.9,8.7,9.0,8.9,8.9,"['occupied', 'poland', 'world', 'war', 'ii', 'german', 'industrialist']",biography drama history usa stevenspielberg occupied poland world war ii german industrialist 
33340,tt0167260,Il Signore degli Anelli - Il ritorno del re,2003,"['action', 'adventure', 'drama']","['newzealand', 'usa']","English, Quenya, Old English, Sindarin",['peterjackson'],Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,8.9,1604280.0,8.8,9.0,9.2,8.8,8.6,9.0,8.8,8.7,"['world', 'approach', 'mount', 'doom', 'army', 'sauron', 'frodo', 'draw', 'men', 'one', 'ring', 'sam', 'gandalf', 'gaze', 'aragorn', 'lead']",action adventure drama newzealand usa peterjackson world approach mount doom army sauron frodo draw men one ring sam gandalf gaze aragorn lead 
8711,tt0050083,La parola ai giurati,1957,"['crime', 'drama']",['usa'],English,['sidneylumet'],A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,8.9,668473.0,8.8,9.0,9.1,8.9,8.7,8.9,8.8,8.7,"['miscarriage', 'justice', 'prevent', 'reconsider', 'colleagues', 'forcing', 'evidence', 'jury', 'holdout', 'attempts']",crime drama usa sidneylumet miscarriage justice prevent reconsider colleagues forcing evidence jury holdout attempts 
27804,tt0110912,Pulp Fiction,1994,"['crime', 'drama']",['usa'],"English, Spanish, French",['quentintarantino'],"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",8.9,1780147.0,8.7,9.0,9.0,9.0,8.8,8.6,8.5,8.3,"['gangster', 'pair', 'diner', 'bandits', 'intertwine', 'two', 'mob', 'hitmen', 'four', 'tales', 'violence', 'boxer', 'wife', 'redemption', 'lives']",crime drama usa quentintarantino gangster pair diner bandits intertwine two mob hitmen four tales violence boxer wife redemption lives 
12266,tt0060196,"Il buono, il brutto, il cattivo",1966,['western'],"['italy', 'spain', 'westgermany']",Italian,['sergioleone'],A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,8.8,672499.0,8.7,9.0,8.9,8.9,8.7,8.5,8.4,8.2,"['bounty', 'hunting', 'scam', 'joins', 'two', 'men', 'remote', 'cemetery', 'gold', 'buried', 'third', 'find', 'uneasy', 'alliance', 'fortune', 'race']",western italy spain westgermany sergioleone bounty hunting scam joins two men remote cemetery gold buried third find uneasy alliance fortune race 
31779,tt0137523,Fight Club,1999,['drama'],"['usa', 'germany']",English,['davidfincher'],"An insomniac office worker and a devil-may-care soapmaker form an underground fight club that evolves into something much, much more.",8.8,1807440.0,8.7,9.0,8.9,8.9,8.3,8.8,8.7,8.1,"['much', 'insomniac', 'office', 'worker', 'devil', 'something', 'may', 'care', 'soapmaker', 'form', 'underground', 'fight', 'club', 'evolves']",drama usa germany davidfincher much insomniac office worker devil something may care soapmaker form underground fight club evolves 
27498,tt0109830,Forrest Gump,1994,"['drama', 'romance']",['usa'],English,['robertzemeckis'],"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",8.8,1755490.0,8.7,9.0,8.9,8.8,8.5,8.7,8.7,8.5,"['childhood', 'sweetheart', 'johnson', 'kennedy', 'whose', 'reunited', 'perspective', 'iq', 'presidencies', 'events', 'desire', 'vietnam', 'historical', 'unfold', 'alabama', 'man', 'watergate', '75']",drama romance usa robertzemeckis childhood sweetheart johnson kennedy whose reunited perspective iq presidencies events desire vietnam historical unfold alabama man watergate 75 
55496,tt1375666,Inception,2010,"['action', 'adventure', 'sci-fi']","['usa', 'uk']","English, Japanese, French",['christophernolan'],A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,8.8,2002816.0,8.7,9.0,9.0,8.8,8.1,8.8,8.6,8.1,"['e', 'planting', 'steals', 'corporate', 'secrets', 'mind', 'c', 'idea', 'dream', 'use', 'inverse', 'task', 'sharing', 'technology', 'thief', 'given']",action adventure sci-fi usa uk christophernolan e planting steals corporate secrets mind c idea dream use inverse task sharing technology thief given 
30642,tt0120737,Il Signore degli Anelli - La compagnia dell'Anello,2001,"['action', 'adventure', 'drama']","['newzealand', 'usa']","English, Sindarin",['peterjackson'],A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,8.8,1619920.0,8.7,9.0,9.0,8.8,8.6,8.8,8.7,8.8,"['powerful', 'one', 'ring', 'destroy', 'journey', 'eight', 'companions', 'set', 'save', 'middle', 'earth', 'shire', 'dark', 'lord', 'sauron', 'meek', 'hobbit']",action adventure drama newzealand usa peterjackson powerful one ring destroy journey eight companions set save middle earth shire dark lord sauron meek hobbit 
80821,tt8110330,Dil Bechara,2020,"['comedy', 'drama', 'romance']",['india'],Hindi,['mukeshchhabra'],"The emotional journey of two hopelessly in love youngsters, a young girl, Kizie, suffering from cancer, and a boy, Manny, whom she meets at a support group.",8.8,101686.0,9.3,10.0,8.7,8.1,5.5,8.9,7.9,5.5,"['two', 'hopelessly', 'kizie', 'boy', 'cancer', 'young', 'girl', 'love', 'youngsters', 'manny', 'support', 'group', 'suffering', 'emotional', 'journey', 'meets']",comedy drama romance india mukeshchhabra two hopelessly kizie boy cancer young girl love youngsters manny support group suffering emotional journey meets 
76004,tt5813916,Montagna II,2016,"['action', 'drama', 'war']",['turkey'],Turkish,['alpercaglar'],"In a desolate war zone where screams of the innocent echo, seven Maroon Berets will dance with death on the very line between disaster and valor.",8.8,103949.0,9.4,10.0,9.2,8.1,7.1,9.3,8.3,7.1,"['valor', 'screams', 'innocent', 'echo', 'seven', 'maroon', 'berets', 'death', 'desolate', 'war', 'zone', 'line', 'dance', 'disaster']",action drama war turkey alpercaglar valor screams innocent echo seven maroon berets death desolate war zone line dance disaster 
24805,tt0099685,Quei bravi ragazzi,1990,"['biography', 'crime', 'drama']",['usa'],"English, Italian",['martinscorsese'],The story of,8.7,991505.0,8.6,9.0,8.7,8.7,8.7,8.4,8.3,8.3,['story'],biography crime drama usa martinscorsese story 
19006,tt0080684,L'Impero colpisce ancora,1980,"['action', 'adventure', 'fantasy']",['usa'],English,['irvinkershner'],"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",8.7,1132073.0,8.6,9.0,8.7,8.8,8.8,8.4,8.4,8.6,"['ice', 'planet', 'hoth', 'darth', 'vader', 'galaxy', 'friends', 'pursued', 'luke', 'skywalker', 'begins', 'jedi', 'training', 'brutally', 'overpowered', 'yoda', 'empire', 'bounty', 'hunter', 'named', 'boba', 'fett', 'rebels']",action adventure fantasy usa irvinkershner ice planet hoth darth vader galaxy friends pursued luke skywalker begins jedi training brutally overpowered yoda empire bounty hunter named boba fett rebels 
31534,tt0133093,Matrix,1999,"['action', 'sci-fi']",['usa'],English,"['lanawachowski', 'lillywachowski']",A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.,8.7,1632315.0,8.5,9.0,8.6,8.9,8.6,8.2,8.4,8.4,"['controllers', 'role', 'true', 'nature', 'war', 'reality', 'mysterious', 'rebels', 'computer', 'hacker', 'learns']",action sci-fi usa lanawachowski lillywachowski controllers role true nature war reality mysterious rebels computer hacker learns 
33341,tt0167261,Il Signore degli Anelli - Le due torri,2002,"['action', 'adventure', 'drama']","['newzealand', 'usa']","English, Sindarin, Old English",['peterjackson'],"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",8.7,1449778.0,8.6,9.0,8.9,8.7,8.5,8.8,8.6,8.6,"['new', 'ally', 'isengard', 'shifty', 'gollum', 'saruman', 'frodo', 'help', 'sam', 'edge', 'closer', 'mordor', 'divided', 'fellowship', 'makes', 'stand', 'hordes', 'sauron']",action adventure drama newzealand usa peterjackson new ally isengard shifty gollum saruman frodo help sam edge closer mordor divided fellowship makes stand hordes sauron 
16789,tt0073486,Qualcuno volÃ² sul nido del cuculo,1975,['drama'],['usa'],English,['milosforman'],"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",8.7,891071.0,8.6,9.0,8.7,8.7,8.7,8.6,8.6,8.7,"['scared', 'patients', 'rallies', 'oppressive', 'nurse', 'criminal', 'pleads', 'insanity', 'mental', 'institution', 'admitted', 'rebels']",drama usa milosforman scared patients rallies oppressive nurse criminal pleads insanity mental institution admitted rebels 
25743,tt0102926,Il silenzio degli innocenti,1991,"['crime', 'drama', 'thriller']",['usa'],"English, Latin",['jonathandemme'],"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",8.6,1234134.0,8.5,9.0,8.6,8.6,8.6,8.6,8.5,8.7,"['madman', 'help', 'catch', 'another', 'serial', 'killer', 'young', 'f', 'b', 'manipulative', 'cannibal', 'skins', 'victims', 'cadet', 'must', 'receive', 'incarcerated']",crime drama thriller usa jonathandemme madman help catch another serial killer young f b manipulative cannibal skins victims cadet must receive incarcerated 
30614,tt0120689,Il miglio verde,1999,"['crime', 'drama', 'fantasy']",['usa'],"English, French",['frankdarabont'],"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",8.6,1112336.0,8.5,9.0,8.7,8.5,8.3,8.8,8.6,8.6,"['black', 'man', 'accused', 'affected', 'mysterious', 'gift', 'charges', 'death', 'row', 'yet', 'rape', 'one', 'guards', 'child', 'murder', 'lives']",crime drama fantasy usa frankdarabont black man accused affected mysterious gift charges death row yet rape one guards child murder lives 
17845,tt0076759,Guerre stellari,1977,"['action', 'adventure', 'fantasy']",['usa'],English,['georgelucas'],"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",8.6,1204107.0,8.5,9.0,8.5,8.6,8.8,8.3,8.4,8.7,"['jedi', 'knight', 'luke', 'skywalker', 'joins', 'forces', 'world', 'galaxy', 'wookiee', 'rescue', 'princess', 'leia', 'cocky', 'pilot', 'destroying', 'battle', 'station', 'empire', 'save', 'two', 'droids', 'also', 'attempting', 'mysterious', 'darth', 'vader']",action adventure fantasy usa georgelucas jedi knight luke skywalker joins forces world galaxy wookiee rescue princess leia cocky pilot destroying battle station empire save two droids also attempting mysterious darth vader 
78295,tt6751668,Parasite,2019,"['comedy', 'drama', 'thriller']",['southkorea'],"Korean, English",['bongjoonho'],Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,8.6,470931.0,8.5,9.0,8.8,8.4,8.1,8.7,8.4,8.2,"['class', 'discrimination', 'threaten', 'wealthy', 'park', 'family', 'newly', 'formed', 'symbiotic', 'relationship', 'destitute', 'kim', 'clan', 'greed']",comedy drama thriller southkorea bongjoonho class discrimination threaten wealthy park family newly formed symbiotic relationship destitute kim clan greed 
7878,tt0047478,I sette samurai,1954,"['action', 'adventure', 'drama']",['japan'],Japanese,['akirakurosawa'],A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,8.6,307958.0,8.4,9.0,8.7,8.7,8.7,8.2,8.3,8.4,"['help', 'bandits', 'recruits', 'seven', 'unemployed', 'samurai', 'attack', 'defend', 'poor', 'village']",action adventure drama japan akirakurosawa help bandits recruits seven unemployed samurai attack defend poor village 
30694,tt0120815,Salvate il soldato Ryan,1998,"['drama', 'war']",['usa'],"English, French, German, Czech",['stevenspielberg'],"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",8.6,1203825.0,8.5,9.0,8.7,8.6,8.5,8.3,8.0,8.1,"['group', 'u', 'action', 'killed', 'normandy', 'landings', 'soldiers', 'go', 'behind', 'enemy', 'lines', 'paratrooper', 'whose', 'brothers', 'following', 'retrieve']",drama war usa stevenspielberg group u action killed normandy landings soldiers go behind enemy lines paratrooper whose brothers following retrieve 
28694,tt0114369,Seven,1995,"['crime', 'drama', 'mystery']",['usa'],English,['davidfincher'],"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",8.6,1402015.0,8.5,9.0,8.7,8.7,8.5,8.4,8.5,8.3,"['rookie', 'two', 'detectives', 'uses', 'hunt', 'veteran', 'seven', 'deadly', 'sins', 'motives', 'serial', 'killer']",crime drama mystery usa davidfincher rookie two detectives uses hunt veteran seven deadly sins motives serial killer 
36980,tt0245429,La cittÃ  incantata,2001,"['animation', 'adventure', 'family']",['japan'],Japanese,['hayaomiyazaki'],"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",8.6,626693.0,8.5,9.0,8.6,8.5,8.3,8.8,8.7,8.5,"['old', 'girl', 'wanders', 'spirits', 'sullen', '10', 'beasts', 'move', 'witches', 'year', 'suburbs', 'changed', 'humans', 'gods', 'family', 'world', 'ruled']",animation adventure family japan hayaomiyazaki old girl wanders spirits sullen 10 beasts move witches year suburbs changed humans gods family world ruled 
48633,tt0816692,Interstellar,2014,"['adventure', 'drama', 'sci-fi']","['usa', 'uk', 'canada']",English,['christophernolan'],A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,8.6,1449256.0,8.6,9.0,8.9,8.5,8.0,8.6,8.3,7.8,"['space', 'attempt', 'ensure', 'humanity', 'survival', 'team', 'explorers', 'travel', 'wormhole']",adventure drama sci-fi usa uk canada christophernolan space attempt ensure humanity survival team explorers travel wormhole 
40575,tt0317248,City of God,2002,"['crime', 'drama']","['brazil', 'france', 'germany']",Portuguese,"['fernandomeirelles', 'kã¡tialund']","In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",8.6,685856.0,8.5,9.0,8.7,8.7,8.3,8.5,8.4,8.2,"['photographer', 'paths', 'diverge', 'become', 'slums', 'one', 'struggles', 'kingpin', 'two', 'kids', 'rio']",crime drama brazil france germany fernandomeirelles kã¡tialund photographer paths diverge become slums one struggles kingpin two kids rio 
29835,tt0118799,La vita Ã¨ bella,1997,"['comedy', 'drama', 'romance']",['italy'],"Italian, German, English",['robertobenigni'],"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",8.6,605648.0,8.6,9.0,8.7,8.6,8.1,9.0,8.8,8.4,"['dangers', 'around', 'camp', 'uses', 'open', 'holocaust', 'son', 'become', 'victims', 'minded', 'jewish', 'librarian', 'protect', 'perfect', 'mixture', 'humor', 'imagination']",comedy drama romance italy robertobenigni dangers around camp uses open holocaust son become victims minded jewish librarian protect perfect mixture humor imagination 
5047,tt0038650,La vita Ã¨ meravigliosa,1946,"['drama', 'family', 'fantasy']",['usa'],"English, French",['frankcapra'],An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,8.6,388310.0,8.5,9.0,8.7,8.6,8.6,8.6,8.5,8.7,"['life', 'would', 'heaven', 'help', 'showing', 'like', 'angel', 'never', 'existed', 'sent', 'desperately', 'frustrated', 'businessman']",drama family fantasy usa frankcapra life would heaven help showing like angel never existed sent desperately frustrated businessman 
21379,tt0088763,Ritorno al futuro,1985,"['adventure', 'comedy', 'sci-fi']",['usa'],English,['robertzemeckis'],"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",8.5,1027330.0,8.4,9.0,8.5,8.6,8.4,8.3,8.4,8.3,"['17', 'close', 'friend', 'marty', 'mcfly', 'old', 'high', 'school', 'student', 'traveling', 'delorean', 'invented', 'eccentric', 'scientist', 'doc', 'brown', 'time', 'year', 'accidentally', 'sent', 'thirty', 'years', 'past']",adventure comedy sci-fi usa robertzemeckis 17 close friend marty mcfly old high school student traveling delorean invented eccentric scientist doc brown time year accidentally sent thirty years past 
25783,tt0103064,Terminator 2 - Il giorno del giudizio,1991,"['action', 'sci-fi']","['usa', 'france']","English, Spanish",['jamescameron'],"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",8.5,974970.0,8.4,9.0,8.4,8.7,8.3,7.9,8.1,8.0,"['john', 'connor', 'failed', 'identical', 'teenage', 'son', 'powerful', 'cyborg', 'must', 'advanced', 'protect', 'one', 'kill', 'sarah']",action sci-fi usa france jamescameron john connor failed identical teenage son powerful cyborg must advanced protect one kill sarah 
3903,tt0034583,Casablanca,1942,"['drama', 'romance', 'war']",['usa'],"English, French, German, Italian",['michaelcurtiz'],A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,8.5,509953.0,8.4,9.0,8.5,8.5,8.7,8.2,8.3,8.6,"['former', 'lover', 'fugitive', 'husband', 'escape', 'french', 'morocco', 'help', 'cynical', 'american', 'expatriate', 'struggles', 'decide', 'whether']",drama romance war usa michaelcurtiz former lover fugitive husband escape french morocco help cynical american expatriate struggles decide whether 
58625,tt1675434,Quasi amici - Intouchables,2011,"['biography', 'comedy', 'drama']",['france'],"French, English","['oliviernakache', 'ã\x89rictoledano']","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",8.5,736691.0,8.6,9.0,8.6,8.4,8.2,8.8,8.7,8.5,"['quadriplegic', 'becomes', 'young', 'man', 'aristocrat', 'hires', 'caregiver', 'projects', 'paragliding', 'accident']",biography comedy drama france oliviernakache ãrictoledano quadriplegic becomes young man aristocrat hires caregiver projects paragliding accident 
65566,tt2582802,Whiplash,2014,"['drama', 'music']",['usa'],English,['damienchazelle'],A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,8.5,690732.0,8.4,9.0,8.7,8.4,8.1,8.5,8.2,8.2,"['instructor', 'student', 'greatness', 'dreams', 'promising', 'young', 'drummer', 'enrolls', 'potential', 'mentored', 'throat', 'music', 'conservatory', 'nothing', 'realize', 'stop', 'cut']",drama music usa damienchazelle instructor student greatness dreams promising young drummer enrolls potential mentored throat music conservatory nothing realize stop cut 
47168,tt0482571,The Prestige,2006,"['drama', 'mystery', 'sci-fi']","['uk', 'usa']",English,['christophernolan'],"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",8.5,1155723.0,8.5,9.0,8.8,8.5,7.9,8.6,8.3,7.9,"['tragic', 'accident', 'create', 'outwit', 'two', 'stage', 'magicians', 'engage', 'ultimate', 'illusion', 'sacrificing', 'everything', 'battle']",drama mystery sci-fi uk usa christophernolan tragic accident create outwit two stage magicians engage ultimate illusion sacrificing everything battle 
33635,tt0172495,Il gladiatore,2000,"['action', 'adventure', 'drama']","['usa', 'uk', 'malta', 'morocco']",English,['ridleyscott'],A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,8.5,1308193.0,8.5,9.0,8.6,8.6,8.3,8.4,8.2,8.2,"['slavery', 'corrupt', 'emperor', 'sent', 'family', 'exact', 'vengeance', 'murdered', 'former', 'roman', 'general', 'sets']",action adventure drama usa uk malta morocco ridleyscott slavery corrupt emperor sent family exact vengeance murdered former roman general sets 
30553,tt0120586,American History X,1998,['drama'],['usa'],English,['tonykaye'],A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,8.5,1014218.0,8.5,9.0,8.6,8.5,8.1,8.7,8.6,8.3,"['younger', 'brother', 'going', 'wrong', 'path', 'prevent', 'nazi', 'skinhead', 'tries', 'former', 'neo']",drama usa tonykaye younger brother going wrong path prevent nazi skinhead tries former neo 
13571,tt0064116,C'era una volta il West,1968,['western'],"['italy', 'usa']","Italian, English, Spanish",['sergioleone'],A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,8.5,295220.0,8.4,9.0,8.5,8.5,8.5,8.0,8.1,8.1,"['notorious', 'desperado', 'mysterious', 'stranger', 'harmonica', 'joins', 'forces', 'beautiful', 'widow', 'railroad', 'protect', 'ruthless', 'assassin', 'working']",western italy usa sergioleone notorious desperado mysterious stranger harmonica joins forces beautiful widow railroad protect ruthless assassin working 
44028,tt0407887,The Departed - Il bene e il male,2006,"['crime', 'drama', 'thriller']",['usa'],"English, Cantonese",['martinscorsese'],An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,8.5,1159703.0,8.5,9.0,8.7,8.5,8.1,8.4,8.3,8.2,"['mole', 'police', 'attempt', 'south', 'boston', 'infiltrating', 'irish', 'gang', 'undercover', 'cop', 'identify']",crime drama thriller usa martinscorsese mole police attempt south boston infiltrating irish gang undercover cop identify 
27663,tt0110413,LÃ©on,1994,"['action', 'crime', 'drama']","['france', 'usa']","English, Italian, French",['lucbesson'],"Mathilda, a 12-year-old girl, is reluctantly taken in by LÃ©on, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protÃ©gÃ©e and learns the assassin's trade.",8.5,1007598.0,8.5,9.0,8.5,8.6,8.4,8.7,8.6,8.5,"['assassin', 'protã', '©', 'gã', 'e', '12', 'unusual', 'relationship', 'forms', 'lã', 'reluctantly', 'taken', 'family', 'becomes', 'learns', 'trade', 'year', 'mathilda', 'old', 'girl', 'professional', 'murdered']",action crime drama france usa lucbesson assassin protã © gã e 12 unusual relationship forms lã reluctantly taken family becomes learns trade year mathilda old girl professional murdered 
2244,tt0027977,Tempi moderni,1936,"['comedy', 'drama', 'family']",['usa'],English,['charleschaplin'],The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,8.5,211250.0,8.4,9.0,8.6,8.5,8.5,8.4,8.5,8.4,"['young', 'homeless', 'woman', 'live', 'help', 'tramp', 'struggles', 'modern', 'industrial', 'society']",comedy drama family usa charleschaplin young homeless woman live help tramp struggles modern industrial society 
79349,tt7286456,Joker,2019,"['crime', 'drama', 'thriller']","['usa', 'canada']",English,['toddphillips'],"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",8.5,855097.0,8.5,9.0,8.6,8.4,8.1,8.6,8.4,8.3,"['joker', 'ego', 'downward', 'spiral', 'revolution', 'society', 'alter', 'bloody', 'crime', 'mentally', 'troubled', 'comedian', 'arthur', 'fleck', 'mistreated', 'gotham', 'city', 'face', 'disregarded', 'path', 'brings', 'embarks']",crime drama thriller usa canada toddphillips joker ego downward spiral revolution society alter bloody crime mentally troubled comedian arthur fleck mistreated gotham city face disregarded path brings embarks 
10172,tt0054215,Psyco,1960,"['horror', 'mystery', 'thriller']",['usa'],English,['alfredhitchcock'],"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",8.5,586765.0,8.4,9.0,8.6,8.5,8.5,8.5,8.4,8.4,"['employer', 'checks', '40', 'client', 'domination', 'run', 'remote', 'motel', 'mother', 'young', 'man', '000', 'phoenix', 'secretary', 'embezzles', 'goes']",horror mystery thriller usa alfredhitchcock employer checks 40 client domination run remote motel mother young man 000 phoenix secretary embezzles goes 
23647,tt0095765,Nuovo Cinema Paradiso,1988,['drama'],"['italy', 'france']",Italian,['giuseppetornatore'],A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,8.5,223050.0,8.4,9.0,8.6,8.4,8.4,8.6,8.5,8.5,"['falling', 'pictures', 'cinema', 'home', 'village', 'love', 'projectionist', 'childhood', 'deep', 'friendship', 'filmmaker', 'recalls', 'forms']",drama italy france giuseppetornatore falling pictures cinema home village love projectionist childhood deep friendship filmmaker recalls forms 
37440,tt0253474,Il pianista,2002,"['biography', 'drama', 'music']","['uk', 'france', 'poland', 'germany', 'usa']","English, German, Russian",['romanpolanski'],A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,8.5,707942.0,8.5,9.0,8.6,8.5,8.2,8.8,8.6,8.4,"['warsaw', 'ghetto', 'world', 'war', 'ii', 'survive', 'polish', 'jewish', 'musician', 'struggles', 'destruction']",biography drama music uk france poland germany usa romanpolanski warsaw ghetto world war ii survive polish jewish musician struggles destruction 
27645,tt0110357,The Lion King,1994,"['animation', 'adventure', 'drama']",['usa'],"English, Swahili, Xhosa, Zulu","['rogerallers', 'robminkoff']","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5,917248.0,8.5,9.0,8.7,8.4,7.8,8.9,8.8,8.3,"['lion', 'prince', 'simba', 'bitter', 'uncle', 'wants', 'ascend', 'targeted', 'father', 'throne']",animation adventure drama usa rogerallers robminkoff lion prince simba bitter uncle wants ascend targeted father throne 
