,imdb_title_id,title,year,genre,country,language,director,description,weighted_average_vote,total_votes,mean_vote,median_vote,males_18age_avg_vote,males_30age_avg_vote,males_45age_avg_vote,females_18age_avg_vote,females_30age_avg_vote,females_45age_avg_vote,keywords,bag_of_words
60479,tt1854564,Percy Jackson e gli dei dell'Olimpo - Il mare dei mostri,2013,"['adventure', 'family', 'fantasy']",['usa'],English,['thorfreudenthal'],"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.",5.8,108432.0,6.1,6.0,5.7,5.6,5.7,6.5,6.3,6.6,"['sea', 'quest', 'poseidon', 'find', 'dying', 'safe', 'mythical', 'golden', 'fleece', 'ancient', 'evil', 'trying', 'restore', 'order', 'son', 'friends', 'embark', 'monsters', 'stop', 'rising']",adventure family fantasy usa thorfreudenthal sea quest poseidon find dying safe mythical golden fleece ancient evil trying restore order son friends embark monsters stop rising 
38771,tt0280590,Mr. Deeds,2002,"['comedy', 'romance']",['usa'],English,['stevenbrill'],"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",5.8,133994.0,5.9,6.0,6.0,5.8,5.6,6.1,5.6,5.8,"['town', 'guy', 'inherits', 'way', 'natured', 'controlling', 'stake', 'media', 'conglomerate', 'begins', 'business', 'sweet', 'small']",comedy romance usa stevenbrill town guy inherits way natured controlling stake media conglomerate begins business sweet small 
41668,tt0348836,Gothika,2003,"['horror', 'mystery', 'thriller']","['usa', 'france', 'canada', 'spain']",English,['mathieukassovitz'],"A depressed female psychiatrist wakes up as a patient in the asylum where she worked, with no memory of why she is there or what she has done.",5.8,104744.0,5.9,6.0,5.8,5.7,5.8,6.3,6.1,6.2,"['done', 'worked', 'memory', 'patient', 'depressed', 'female', 'psychiatrist', 'wakes', 'asylum']",horror mystery thriller usa france canada spain mathieukassovitz done worked memory patient depressed female psychiatrist wakes asylum 
47092,tt0480687,Libera uscita,2011,"['comedy', 'romance']",['usa'],English,"['bobbyfarrelly', 'peterfarrelly']","Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want.",5.8,118561.0,6.0,6.0,5.9,5.9,5.9,5.5,5.5,5.6,"['two', 'husbands', 'marriages', 'wives', 'one', 'week', 'want', 'difficulty', 'hall', 'pass', 'fred', 'rick', 'whatever', 'given']",comedy romance usa bobbyfarrelly peterfarrelly two husbands marriages wives one week want difficulty hall pass fred rick whatever given 
33101,tt0164052,L'uomo senza ombra,2000,"['action', 'horror', 'sci-fi']","['usa', 'germany']",English,['paulverhoeven'],"When the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility, he slowly unravels and turns against them, with horrific consequences.",5.8,121916.0,5.8,6.0,5.9,5.8,5.9,5.9,5.6,5.7,"['experiment', 'leader', 'horrific', 'consequences', 'scientists', 'volunteers', 'human', 'invisibility', 'turns', 'team', 'slowly', 'unravels', 'test', 'subject']",action horror sci-fi usa germany paulverhoeven experiment leader horrific consequences scientists volunteers human invisibility turns team slowly unravels test subject 
72065,tt4438848,Cattivi vicini 2,2016,['comedy'],"['usa', 'china']",English,['nicholasstoller'],"When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.",5.7,111318.0,5.7,6.0,5.8,5.6,5.2,5.9,5.7,5.4,"['mac', 'sorority', 'even', 'fraternity', 'previously', 'living', 'new', 'next', 'door', 'neighbors', 'turn', 'debaucherous', 'kelly', 'team', 'bring', 'girls', 'former', 'enemy', 'teddy']",comedy usa china nicholasstoller mac sorority even fraternity previously living new next door neighbors turn debaucherous kelly team bring girls former enemy teddy 
61684,tt2024432,Io sono tu,2013,"['comedy', 'crime', 'drama']",['usa'],"English, Spanish",['sethgordon'],Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,5.7,122413.0,5.9,6.0,5.7,5.5,5.6,6.2,6.0,6.2,"['denver', 'living', 'identity', 'mild', 'mannered', 'businessman', 'sandy', 'patterson', 'travels', 'stealing', 'confront', 'florida', 'deceptively', 'harmless', 'looking', 'woman']",comedy crime drama usa sethgordon denver living identity mild mannered businessman sandy patterson travels stealing confront florida deceptively harmless looking woman 
35101,tt0200550,Le ragazze del Coyote Ugly,2000,"['comedy', 'drama', 'music']",['usa'],English,['davidmcnally'],"Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell.",5.7,105212.0,5.9,6.0,5.6,5.4,5.5,6.4,6.1,6.1,"['getting', 'shell', 'male', 'patrons', 'women', 'comes', 'run', 'nyc', 'bar', 'teases', 'job', 'aspiring', 'songwriter', 'violet', 'sanford']",comedy drama music usa davidmcnally getting shell male patrons women comes run nyc bar teases job aspiring songwriter violet sanford 
58267,tt1646987,La furia dei titani,2012,"['action', 'adventure', 'fantasy']","['spain', 'usa']",English,['jonathanliebesman'],"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",5.7,179356.0,5.9,6.0,5.8,5.7,5.7,6.1,5.8,6.0,"['brother', 'hades', 'world', 'captured', 'unleash', 'zeus', 'ancient', 'titans', 'upon', 'father', 'son', 'ares', 'rescue', 'perseus', 'braves', 'treacherous', 'underworld']",action adventure fantasy spain usa jonathanliebesman brother hades world captured unleash zeus ancient titans upon father son ares rescue perseus braves treacherous underworld 
41009,tt0329101,Freddy vs. Jason,2003,"['action', 'horror']","['canada', 'usa']",English,['ronnyyu'],"Freddy Krueger and Jason Voorhees return to terrorize the teenage population. Except this time, they're out to get each other, too.",5.7,108669.0,6.0,6.0,5.8,5.7,5.6,5.8,5.5,5.8,"['except', 'jason', 'voorhees', 'return', 'get', 'time', 'terrorize', 'freddy', 'krueger', 'teenage', 'population']",action horror canada usa ronnyyu except jason voorhees return get time terrorize freddy krueger teenage population 
68620,tt3410834,The Divergent Series: Allegiant,2016,"['action', 'adventure', 'mystery']",['usa'],English,['robertschwentke'],"After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them.",5.7,105498.0,5.9,6.0,5.6,5.5,5.8,6.0,5.9,6.2,"['finally', 'discover', 'insurgent', 'four', 'beyond', 'encircles', 'chicago', 'world', 'around', 'earth', 'tris', 'must', 'escape', 'shocking', 'truth', 'shattering', 'revelations', 'wall']",action adventure mystery usa robertschwentke finally discover insurgent four beyond encircles chicago world around earth tris must escape shocking truth shattering revelations wall 
56792,tt1509767,I tre moschettieri,2011,"['action', 'adventure', 'fantasy']","['usa', 'germany', 'france', 'uk']",English,['paulw.s.anderson'],The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,5.7,101840.0,5.9,6.0,5.8,5.6,5.6,6.4,5.9,5.9,"['beautiful', 'double', 'agent', 'headed', 'young', 'seizing', 'french', 'throne', 'war', 'luck', 'musketeers', 'must', 'unite', 'villainous', 'employer', 'three', 'former', 'legendary', 'hot', 'defeat', 'engulfing', 'europe', 'artagnan', 'along']",action adventure fantasy usa germany france uk paulw.s.anderson beautiful double agent headed young seizing french throne war luck musketeers must unite villainous employer three former legendary hot defeat engulfing europe artagnan along 
30601,tt0120667,I Fantastici 4,2005,"['action', 'adventure', 'fantasy']","['usa', 'germany']",English,['timstory'],"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",5.7,307944.0,5.8,6.0,5.7,5.6,5.9,6.1,5.8,6.1,"['oppose', 'group', 'doctor', 'victor', 'von', 'doom', 'plans', 'enemy', 'cosmic', 'radiation', 'exposure', 'must', 'use', 'astronauts', 'gain', 'superpowers']",action adventure fantasy usa germany timstory oppose group doctor victor von doom plans enemy cosmic radiation exposure must use astronauts gain superpowers 
61239,tt1959490,Noah,2014,"['action', 'adventure', 'drama']",['usa'],English,['darrenaronofsky'],Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,5.7,240005.0,5.7,6.0,6.0,5.8,5.5,6.0,5.7,5.5,"['god', 'world', 'momentous', 'mission', 'noah', 'apocalyptic', 'flood', 'cleanses', 'undertake', 'chosen']",action adventure drama usa darrenaronofsky god world momentous mission noah apocalyptic flood cleanses undertake chosen 
57801,tt1602613,Solo Dio perdona,2013,"['action', 'crime', 'drama']","['denmark', 'france', 'usa', 'sweden', 'belgium']","English, Thai",['nicolaswindingrefn'],"Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death.",5.7,105629.0,5.8,6.0,6.0,5.7,5.4,5.6,5.3,5.2,"['drug', 'responsible', 'criminal', 'underworld', 'find', 'julian', 'bangkok', 'brother', 'complicated', 'kill', 'whoever', 'sees', 'smuggler', 'thriving', 'mother', 'compels', 'recent', 'death', 'life', 'get', 'even']",action crime drama denmark france usa sweden belgium nicolaswindingrefn drug responsible criminal underworld find julian bangkok brother complicated kill whoever sees smuggler thriving mother compels recent death life get even 
48709,tt0822847,Priest,2011,"['action', 'horror', 'thriller']",['usa'],English,['scottstewart'],A priest disobeys church law to track down the vampires who kidnapped his niece.,5.7,113397.0,5.9,6.0,5.8,5.6,5.9,6.2,5.9,6.3,"['kidnapped', 'niece', 'track', 'vampires', 'priest', 'disobeys', 'church', 'law']",action horror thriller usa scottstewart kidnapped niece track vampires priest disobeys church law 
30062,tt0119345,So cosa hai fatto,1997,"['horror', 'mystery']",['usa'],English,['jimgillespie'],Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,5.7,130567.0,5.8,6.0,5.8,5.6,5.7,5.9,5.7,5.9,"['tragic', 'accident', 'small', 'seaside', 'town', 'reunited', 'find', 'stalked', 'wielding', 'maniac', 'four', 'young', 'friends', 'bound', 'hook']",horror mystery usa jimgillespie tragic accident small seaside town reunited find stalked wielding maniac four young friends bound hook 
48638,tt0817230,Appuntamento con l'amore,2010,"['comedy', 'romance']",['usa'],"English, Spanish, Russian, Italian",['garrymarshall'],Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,5.7,112228.0,5.9,6.0,5.7,5.6,5.6,5.9,5.8,6.1,"['day', 'pressures', 'los', 'angeles', 'break', 'valentine', 'make', 'singles', 'expectations', 'intertwining', 'couples', 'based']",comedy romance usa garrymarshall day pressures los angeles break valentine make singles expectations intertwining couples based 
53648,tt1217613,World Invasion,2011,"['action', 'sci-fi']",['usa'],"English, Ukrainian",['jonathanliebesman'],A squad of U.S. Marines becomes the last line of defense against a global invasion.,5.7,172606.0,5.9,6.0,5.8,5.7,5.8,5.9,5.6,5.9,"['u', 'last', 'line', 'marines', 'becomes', 'squad', 'global', 'invasion', 'defense']",action sci-fi usa jonathanliebesman u last line marines becomes squad global invasion defense 
31543,tt0133152,Planet of the Apes - Il pianeta delle scimmie,2001,"['action', 'adventure', 'sci-fi']",['usa'],English,['timburton'],"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",5.7,207951.0,5.7,6.0,5.7,5.7,5.7,6.0,5.8,5.9,"['lands', '2029', 'race', 'mysterious', 'planet', 'air', 'force', 'astronaut', 'crash', 'primitive', 'humans', 'talking', 'apes', 'dominate', 'evolved']",action adventure sci-fi usa timburton lands 2029 race mysterious planet air force astronaut crash primitive humans talking apes dominate evolved 
54714,tt1298649,Vicini del terzo tipo,2012,"['comedy', 'sci-fi']",['usa'],English,['akivaschaffer'],Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,5.7,119823.0,5.8,6.0,5.9,5.6,5.4,5.8,5.5,5.4,"['way', 'form', 'day', 'get', 'defending', 'four', 'men', 'neighborhood', 'watch', 'group', 'earth', 'alien', 'invasion', 'family', 'routines', 'find']",comedy sci-fi usa akivaschaffer way form day get defending four men neighborhood watch group earth alien invasion family routines find 
62895,tt2184339,La notte del giudizio,2013,"['horror', 'thriller']","['usa', 'france']",English,['jamesdemonaco'],"A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",5.7,198233.0,5.8,6.0,5.7,5.6,5.7,6.0,5.9,5.9,"['held', 'hostage', 'murderous', 'syndicate', 'harboring', 'target', '12', 'wealthy', 'family', 'crime', 'purge', 'legal', 'hour', 'period']",horror thriller usa france jamesdemonaco held hostage murderous syndicate harboring target 12 wealthy family crime purge legal hour period 
62240,tt2094766,Assassin's Creed,2016,"['action', 'adventure', 'sci-fi']","['usa', 'france', 'uk', 'hongkong', 'taiwan', 'malta']","English, Spanish, Arabic",['justinkurzel'],"Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.",5.7,181433.0,6.0,6.0,5.8,5.6,5.6,6.0,5.9,6.1,"['taking', 'ancestor', 'aguilar', 'de', 'nerha', 'callum', 'lynch', 'explores', 'gains', 'master', 'assassin', 'secret', 'templar', 'society', 'memories', 'skills']",action adventure sci-fi usa france uk hongkong taiwan malta justinkurzel taking ancestor aguilar de nerha callum lynch explores gains master assassin secret templar society memories skills 
40866,tt0325703,Lara Croft: Tomb Raider - La culla della vita,2003,"['action', 'adventure', 'fantasy']","['usa', 'germany', 'japan', 'uk', 'hongkong']","English, Mandarin",['jandebont'],"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.",5.6,128291.0,5.7,6.0,5.6,5.4,5.7,6.1,5.8,6.2,"['quest', 'box', 'mythical', 'pandora', 'adventurer', 'lara', 'croft', 'goes', 'evil', 'scientist', 'finds', 'recruits', 'former', 'marine', 'turned', 'mercenary', 'save', 'assist']",action adventure fantasy usa germany japan uk hongkong jandebont quest box mythical pandora adventurer lara croft goes evil scientist finds recruits former marine turned mercenary save assist 
39160,tt0286716,Hulk,2003,"['action', 'sci-fi']",['usa'],"English, Spanish",['anglee'],"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.",5.6,248768.0,5.7,6.0,5.6,5.7,5.8,5.7,5.4,5.6,"['tragic', 'past', 'causes', 'suffers', 'accident', 'bruce', 'banner', 'gets', 'angry', 'genetics', 'researcher', 'raging', 'green', 'monster', 'transform']",action sci-fi usa anglee tragic past causes suffers accident bruce banner gets angry genetics researcher raging green monster transform 
58285,tt1648190,La torre nera,2017,"['action', 'adventure', 'fantasy']",['usa'],English,['nikolajarcel'],A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.,5.6,123916.0,5.7,6.0,5.6,5.5,5.7,5.9,5.8,6.2,"['destroy', 'dark', 'tower', 'man', 'open', 'boy', 'haunted', 'evil', 'warlock', 'known', 'plans', 'use', 'visions', 'black', 'parallel', 'reality', 'teams', 'stop', 'gates', 'disillusioned', 'guardian', 'hell']",action adventure fantasy usa nikolajarcel destroy dark tower man open boy haunted evil warlock known plans use visions black parallel reality teams stop gates disillusioned guardian hell 
63675,tt2283336,Men in Black: International,2019,"['action', 'adventure', 'comedy']","['china', 'usa']","English, French, Chinese",['f.garygray'],"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.",5.6,103315.0,5.7,6.0,5.6,5.5,5.7,6.1,6.0,6.2,"['mole', 'tackle', 'new', 'adventure', 'universe', 'men', 'black', 'scum', 'earth', 'biggest', 'threat', 'organization', 'date', 'always', 'protected']",action adventure comedy china usa f.garygray mole tackle new adventure universe men black scum earth biggest threat organization date always protected 
50495,tt1000774,Sex and the City,2008,"['comedy', 'drama', 'romance']",['usa'],English,['michaelpatrickking'],A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,5.6,114468.0,6.0,6.0,4.9,4.7,4.9,6.5,6.5,6.4,"['new', 'york', 'city', 'writer', 'sex', 'three', 'best', 'girlfriends', 'must', 'console', 'mr', 'love', 'inadvertently', 'leads', 'jilt', 'finally', 'getting', 'married', 'one', 'big']",comedy drama romance usa michaelpatrickking new york city writer sex three best girlfriends must console mr love inadvertently leads jilt finally getting married one big 
51111,tt1038919,Il cacciatore di ex,2010,"['action', 'comedy', 'romance']",['usa'],"English, Ukrainian",['andytennant'],"A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.",5.6,119522.0,5.7,6.0,5.7,5.4,5.3,6.0,5.6,5.6,"['reporter', 'working', 'run', 'reunion', 'odds', 'duo', 'find', 'lives', 'adventure', 'next', 'target', 'bounty', 'hunter', 'learns', 'soon', 'always', 'wife', 'murder', 'cover', 'ex']",action comedy romance usa andytennant reporter working run reunion odds duo find lives adventure next target bounty hunter learns soon always wife murder cover ex 
48182,tt0790736,R.I.P.D. - Poliziotti dall'aldilÃ ,2013,"['action', 'adventure', 'comedy']",['usa'],English,['robertschwentke'],A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him.,5.6,115892.0,5.7,6.0,5.6,5.5,5.7,6.0,5.8,5.9,"['man', 'peace', 'department', 'find', 'tries', 'undead', 'police', 'officers', 'working', 'team', 'recently', 'slain', 'cop', 'joins', 'rest', 'murdered']",action adventure comedy usa robertschwentke man peace department find tries undead police officers working team recently slain cop joins rest murdered 
43022,tt0381707,White Chicks,2004,"['comedy', 'crime']",['usa'],English,['keenenivorywayans'],Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.,5.6,127968.0,6.0,6.0,5.8,5.2,4.8,6.5,5.8,5.6,"['effort', 'kidnapping', 'plot', 'two', 'disgraced', 'fbi', 'agents', 'go', 'way', 'undercover', 'wilson', 'sisters', 'protect', 'hotel', 'heiresses']",comedy crime usa keenenivorywayans effort kidnapping plot two disgraced fbi agents go way undercover wilson sisters protect hotel heiresses 
73093,tt4779682,Shark - Il primo squalo,2018,"['action', 'horror', 'sci-fi']","['usa', 'china']","English, Mandarin, Thai, Japanese",['jonturteltaub'],A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,5.6,143438.0,5.8,6.0,5.6,5.5,5.7,5.8,5.7,6.1,"['group', 'largest', 'marine', 'predator', 'megalodon', 'scientists', 'exploring', 'marianas', 'trench', 'encounter', 'ever', 'existed']",action horror sci-fi usa china jonturteltaub group largest marine predator megalodon scientists exploring marianas trench encounter ever existed 
28446,tt0113492,Dredd - La legge sono io,1995,"['action', 'crime', 'sci-fi']",['usa'],English,['dannycannon'],"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",5.6,108618.0,5.6,6.0,5.7,5.6,5.4,6.1,5.6,5.6,"['instant', 'field', 'judiciary', 'powers', '),', 'joseph', 'dredd', 'police', 'officer', 'convicted', 'famous', 'judge', 'commit', 'crime', 'murderous', 'counterpart', 'dystopian', 'future', 'must', 'face']","action crime sci-fi usa dannycannon instant field judiciary powers ), joseph dredd police officer convicted famous judge commit crime murderous counterpart dystopian future must face "
62380,tt2109248,Transformers 4 - L'era dell'estinzione,2014,"['action', 'adventure', 'sci-fi']","['usa', 'china', 'hongkong']",English,['michaelbay'],"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",5.6,294790.0,5.9,6.0,5.6,5.5,5.6,6.0,5.9,6.2,"['humanity', 'allies', 'optimus', 'prime', 'autobots', 'turn', 'pursuit', 'help', 'bounty', 'hunter', 'mechanic', 'family']",action adventure sci-fi usa china hongkong michaelbay humanity allies optimus prime autobots turn pursuit help bounty hunter mechanic family 
54502,tt1284575,Bad Teacher - Una cattiva maestra,2011,"['comedy', 'romance']",['usa'],English,['jakekasdan'],"A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fiancÃ© dumps her.",5.6,189837.0,5.8,6.0,5.7,5.6,5.6,5.8,5.6,5.5,"['hates', 'forced', 'breast', 'implants', 'students', 'lazy', 'workers', 'job', 'incompetent', 'middle', 'school', 'teacher', 'co', 'return', 'make', 'enough', 'money', 'wealthy', 'fiancã', '©', 'dumps', 'teaching']",comedy romance usa jakekasdan hates forced breast implants students lazy workers job incompetent middle school teacher co return make enough money wealthy fiancã © dumps teaching 
31589,tt0134084,Scream 3,2000,"['horror', 'mystery']",['usa'],English,['wescraven'],"While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.",5.6,121153.0,5.8,6.0,5.8,5.4,5.5,6.0,5.6,6.0,"['friends', 'visit', 'woodsboro', 'murders', 'third', 'film', 'based', 'stab', '3', 'hollywood', 'set', 'terrorize', 'sidney', 'another', 'ghostface', 'killer', 'rises']",horror mystery usa wescraven friends visit woodsboro murders third film based stab 3 hollywood set terrorize sidney another ghostface killer rises 
62263,tt2096672,Scemo & + scemo 2,2014,['comedy'],['usa'],"English, Cantonese","['bobbyfarrelly', 'peterfarrelly']","20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",5.6,126513.0,5.8,6.0,5.9,5.6,5.4,5.6,5.2,5.0,"['find', 'harry', 'go', '20', 'years', 'since', 'first', 'adventure', 'adoption', 'road', 'trip', 'lloyd', 'given', 'newly', 'discovered', 'daughter']",comedy usa bobbyfarrelly peterfarrelly find harry go 20 years since first adventure adoption road trip lloyd given newly discovered daughter 
65444,tt2557478,Pacific Rim: La rivolta,2018,"['action', 'adventure', 'sci-fi']","['uk', 'china', 'japan', 'usa']","English, Mandarin, Russian",['stevens.deknight'],"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.",5.6,102915.0,5.7,6.0,5.6,5.5,5.6,5.9,5.8,5.9,"['reunites', 'old', 'hacker', 'amara', 'stacker', 'pentecost', 'lead', 'jake', 'new', 'generation', '15', 'son', 'including', 'rival', 'lambert', 'year', 'mako', 'mori', 'jaeger', 'pilots', 'kaiju', 'threat']",action adventure sci-fi uk china japan usa stevens.deknight reunites old hacker amara stacker pentecost lead jake new generation 15 son including rival lambert year mako mori jaeger pilots kaiju threat 
47308,tt0486576,I Fantastici 4 e Silver Surfer,2007,"['action', 'adventure', 'fantasy']","['usa', 'germany', 'uk']","English, Japanese, Chinese, Arabic",['timstory'],The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,5.6,247759.0,5.7,6.0,5.5,5.5,5.8,5.9,5.7,6.1,"['powerful', 'silver', 'surfer', 'planet', 'universe', 'square', 'eating', 'galactus', 'super', 'fantastic', 'four', 'learn', 'powered', 'beings']",action adventure fantasy usa germany uk timstory powerful silver surfer planet universe square eating galactus super fantastic four learn powered beings 
41578,tt0346491,Alexander,2004,"['action', 'biography', 'drama']","['usa', 'uk', 'germany', 'netherlands', 'france', 'italy', 'morocco', 'thailand']",English,['oliverstone'],"Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.",5.6,160399.0,5.7,6.0,5.8,5.5,5.5,6.1,5.5,5.5,"['conquers', 'much', 'king', 'macedonia', 'greatest', 'army', 'leaders', 'known', 'world', 'alexander', 'warfare', 'one', 'history']",action biography drama usa uk germany netherlands france italy morocco thailand oliverstone conquers much king macedonia greatest army leaders known world alexander warfare one history 
29417,tt0117218,Il professore matto,1996,"['comedy', 'romance', 'sci-fi']",['usa'],English,['tomshadyac'],Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,5.6,107928.0,5.7,6.0,5.7,5.6,5.6,5.4,5.2,5.4,"['special', 'chemical', 'slim', 'grossly', 'overweight', 'yet', 'good', 'obnoxious', 'buddy', 'love', 'turns', 'hearted', 'professor', 'sherman', 'klump', 'takes']",comedy romance sci-fi usa tomshadyac special chemical slim grossly overweight yet good obnoxious buddy love turns hearted professor sherman klump takes 
42492,tt0370263,Alien vs. Predator,2004,"['action', 'adventure', 'horror']","['usa', 'uk', 'czechrepublic', 'canada', 'germany']","English, Italian",['paulw.s.anderson'],"During an archaeological expedition on BouvetÃ¸ya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",5.6,181945.0,5.7,6.0,5.7,5.5,5.8,6.0,5.8,6.2,"['team', 'realize', 'two', 'legends', 'one', 'species', 'win', 'scientists', 'find', 'soon', 'archaeologists', 'bouvetã', '¸', 'ya', 'island', 'caught', 'archaeological', 'expedition', 'antarctica', 'battle']",action adventure horror usa uk czechrepublic canada germany paulw.s.anderson team realize two legends one species win scientists find soon archaeologists bouvetã ¸ ya island caught archaeological expedition antarctica battle 
36269,tt0227538,Spy Kids,2001,"['action', 'adventure', 'comedy']",['usa'],"English, Spanish",['robertrodriguez'],The children of secret-agent parents must save them from danger.,5.5,106395.0,5.6,6.0,5.6,5.1,5.6,6.0,5.3,6.0,"['children', 'agent', 'parents', 'must', 'save', 'secret', 'danger']",action adventure comedy usa robertrodriguez children agent parents must save secret danger 
36829,tt0242423,"Fatti, strafatti e strafighe",2000,"['comedy', 'mystery', 'sci-fi']",['usa'],"English, Japanese, French",['dannyleiner'],Two potheads wake up after a night of partying and cannot remember where they parked their car.,5.5,132973.0,5.7,6.0,5.9,5.5,5.2,5.7,5.2,5.2,"['night', 'car', 'parked', 'two', 'potheads', 'wake', 'partying', 'cannot', 'remember']",comedy mystery sci-fi usa dannyleiner night car parked two potheads wake partying cannot remember 
58590,tt1673434,The Twilight Saga: Breaking Dawn - Parte 2,2012,"['adventure', 'drama', 'fantasy']",['usa'],English,['billcondon'],"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",5.5,226618.0,6.1,6.0,5.0,4.9,5.2,6.2,6.3,6.9,"['false', 'allegation', 'child', 'cullens', 'gather', 'birth', 'renesmee', 'vampire', 'clans', 'order', 'nessie', 'puts', 'protect', 'volturi', 'front', 'family']",adventure drama fantasy usa billcondon false allegation child cullens gather birth renesmee vampire clans order nessie puts protect volturi front family 
38587,tt0277296,Il re scorpione,2002,"['action', 'adventure', 'fantasy']","['usa', 'germany', 'belgium']",English,['chuckrussell'],"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.",5.5,128674.0,5.7,6.0,5.6,5.4,5.6,5.8,5.5,6.0,"['desert', 'key', 'sorcerer', 'homeland', 'prepares', 'takes', 'deep', 'destroying', 'warrior', 'rises', 'captures', 'enemy', 'final', 'showdown', 'evil', 'army']",action adventure fantasy usa germany belgium chuckrussell desert key sorcerer homeland prepares takes deep destroying warrior rises captures enemy final showdown evil army 
52565,tt1133985,Lanterna Verde,2011,"['action', 'adventure', 'sci-fi']",['usa'],English,['martincampbell'],"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",5.5,263315.0,5.6,6.0,5.4,5.5,5.8,5.6,5.5,5.9,"['reckless', 'test', 'pilot', 'hal', 'jordan', 'bestows', 'granted', 'alien', 'ring', 'intergalactic', 'police', 'force', 'green', 'lantern', 'corps', 'inducts', 'otherworldly', 'powers']",action adventure sci-fi usa martincampbell reckless test pilot hal jordan bestows granted alien ring intergalactic police force green lantern corps inducts otherworldly powers 
